Season_Name,Date,StartTime,PlotNum,Riding.not,Species,COMMON_NAME,ObsType,Num_Seen,Distance,X0_3,X3_5,X5_7,X7_10
2013 Spring Survey 4 of 4,6/5/2013,6:11,6,R,CLSW,Cliff Swallow,Visual,1,27,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:11,6,R,CLSW,Cliff Swallow,Visual,1,40,NA,NA,1,NA
2013 Spring Survey 4 of 4,6/5/2013,6:11,6,R,CLSW,Cliff Swallow,Visual,1,10,NA,NA,1,NA
2013 Spring Survey 4 of 4,6/5/2013,6:11,6,R,CLSW,Cliff Swallow,Visual,3,50,NA,NA,NA,3
2013 Spring Survey 4 of 4,6/5/2013,6:11,6,R,CLSW,Cliff Swallow,Visual,3,60,NA,NA,NA,3
2013 Spring Survey 4 of 4,6/5/2013,6:11,6,R,CLSW,Cliff Swallow,Visual,1,46,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,6:11,6,R,CLSW,Cliff Swallow,Visual,1,59,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,6:11,6,R,CLSW,Cliff Swallow,Visual,1,5,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,6:11,6,R,WREN,Wrentit,Song,1,176,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,SPTO,Spotted Towhee,Song,1,67,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,1,30,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CATH,California Thrasher,Song,1,30,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,WREN,Wrentit,Song,1,61,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,BEWR,Bewick's Wren,Song,1,65,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,1,45,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,WCSP,White-crowned Sparrow,Song,1,43,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,1,53,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,2,52,2,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,WREN,Wrentit,Song,1,52,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,BRBL,Brewer's Blackbird,Visual,2,60,2,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,LETE,Least Tern,Visual,2,,NA,2,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,UNHU,Unknown Hummingbird,Visual,1,30,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,MODO,Mourning Dove,Visual,1,65,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,1,50,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,1,15,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CATH,California Thrasher,Song,1,61,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,WCSP,White-crowned Sparrow,Song,1,14,NA,NA,1,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,1,10,NA,NA,1,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,1,50,NA,NA,1,NA
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,2,39,NA,NA,NA,2
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,1,43,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,1,30,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,2,66,NA,NA,NA,2
2013 Spring Survey 4 of 4,6/5/2013,6:32,12,R,CLSW,Cliff Swallow,Visual,2,10,NA,NA,NA,2
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,SPTO,Spotted Towhee,Song,1,45,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,BEWR,Bewick's Wren,Song,1,32,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,CLSW,Cliff Swallow,Visual,2,60,2,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,CLSW,Cliff Swallow,Visual,1,15,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,MALL,Mallard,Visual,1,243,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,RWBL,Red-winged Blackbird,Call,2,285,2,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,CLSW,Cliff Swallow,Visual,1,40,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,CLSW,Cliff Swallow,Visual,1,43,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,AMRO,American Robin,Song,1,249,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,CLSW,Cliff Swallow,Visual,1,65,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,BEWR,Bewick's Wren,Song,1,62,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,BUSH,Bushtit,Visual,2,44,NA,NA,2,NA
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,VGSW,Violet-green Swallow,Visual,1,80,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,6:53,13,N,WIWA,Wilson's Warbler,Visual,1,21,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,7:26,3,R,BEWR,Bewick's Wren,Song,2,40,2,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:26,3,R,WCSP,White-crowned Sparrow,Song,1,68,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:26,3,R,BARS,Barn Swallow,Visual,1,58,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,WIWA,Wilson's Warbler,Song,1,71,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,MODO,Mourning Dove,Song,1,67,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,SPTO,Spotted Towhee,Song,1,72,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,CATH,California Thrasher,Song,1,96,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,WCSP,White-crowned Sparrow,Song,1,60,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,WCSP,White-crowned Sparrow,Song,1,72,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,SWTH,Swainson's Thrush,Song,1,62,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,MODO,Mourning Dove,Visual,1,30,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,AMGO,American Goldfinch,Call,2,25,NA,NA,2,NA
2013 Spring Survey 4 of 4,6/5/2013,7:46,1,R,BEWR,Bewick's Wren,Song,1,30,NA,NA,1,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,CLSW,Cliff Swallow,Visual,1,48,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,SPTO,Spotted Towhee,Song,1,91,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,WREN,Wrentit,Song,1,101,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,CATH,California Thrasher,Song,1,130,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,WREN,Wrentit,Song,1,71,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,BUSH,Bushtit,Visual,6,30,NA,6,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,WREN,Wrentit,Song,1,137,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,SPTO,Spotted Towhee,Song,1,101,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,MODO,Mourning Dove,Visual,1,76,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,WREN,Wrentit,Song,1,44,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,DOWO,Downy Woodpecker,Visual,1,31,NA,NA,NA,1
2013 Spring Survey 4 of 4,6/5/2013,8:08,20,N,CLSW,Cliff Swallow,Visual,2,15,NA,NA,NA,2
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,WCSP,White-crowned Sparrow,Song,1,81,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,MODO,Mourning Dove,Song,1,155,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,WCSP,White-crowned Sparrow,Song,1,76,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,WREN,Wrentit,Song,1,110,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,WCSP,White-crowned Sparrow,Song,1,66,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,WREN,Wrentit,Song,1,148,1,NA,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,MODO,Mourning Dove,Visual,1,58,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,BUSH,Bushtit,Visual,1,48,NA,1,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,WCSP,White-crowned Sparrow,Visual,2,5,NA,2,NA,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,SPTO,Spotted Towhee,Song,1,104,NA,NA,1,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,MODO,Mourning Dove,Song,1,86,NA,NA,1,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,MODO,Mourning Dove,Song,2,223,NA,NA,2,NA
2013 Spring Survey 4 of 4,6/5/2013,8:34,19,N,UNHU,Unknown Hummingbird,Visual,1,5,NA,NA,NA,1
