Season_Name,Date,StartTime,PlotNum,Riding.not,Species,COMMON_NAME,ObsType,Num_Seen,Distance,X0_3,X3_5,X5_7,X7_10
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,V/C,2,14,2,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,MODO,Mourning Dove,Visual,2,111,2,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,SWTH,Swainson's Thrush,Call,1,55,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,MODO,Mourning Dove,Visual,1,26,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,MODO,Mourning Dove,Visual,1,26,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,1,66,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,1,60,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,1,97,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,BEWR,Bewick's Wren,Song,1,61,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,CATH,California Thrasher,Song,1,86,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,WCSP,White-crowned Sparrow,Song,1,16,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,SPTO,Spotted Towhee,Call,1,42,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,WCSP,White-crowned Sparrow,Call,1,75,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,CATH,California Thrasher,Song,1,70,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,7:13,2,R,AMGO,American Goldfinch,Call,1,30,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:13,2,R,CATH,California Thrasher,Song,1,150,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:13,2,R,MODO,Mourning Dove,Visual,1,150,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:13,2,R,WCSP,White-crowned Sparrow,Visual,1,44,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:13,2,R,WCSP,White-crowned Sparrow,Visual,1,26,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,7:13,2,R,WCSP,White-crowned Sparrow,Visual,1,56,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,7:13,2,R,ALHU,Allen's Hummingbird,Visual,1,24,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,7:15,3,R,HOFI,House Finch,Visual,1,3,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:15,3,R,OSFL,Olive sided flycatcher,Visual,1,44,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:15,3,R,BEWR,Bewick's Wren,Song,1,40,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:15,3,R,TOWA,Townsend's Warbler,Visual,1,48,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:15,3,R,OCWA,Orange-crowned Warbler,Visual,1,8,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:15,3,R,AMGO,American Goldfinch,Visual,2,44,NA,2,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:15,3,R,BTYW,Black-throated Gray Warbler,Visual,1,44,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:33,4,R,SPTO,Spotted Towhee,Song,1,20,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:33,4,R,BEWR,Bewick's Wren,Song,1,30,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:33,4,R,WESJ,California Scrub-Jay,Visual,1,30,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:33,4,R,WESJ,California Scrub-Jay,Call,1,60,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:33,4,R,BEWR,Bewick's Wren,Song,1,30,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:33,4,R,CATH,California Thrasher,Song,1,60,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:33,4,R,MODO,Mourning Dove,Call,1,60,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,7:35,5,R,WREN,Wrentit,Song,1,10,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:35,5,R,WCSP,White-crowned Sparrow,Visual,1,12,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:35,5,R,WCSP,White-crowned Sparrow,Visual,1,12,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:35,5,R,BUOR,Bullock's Oriole,Visual,1,26,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:35,5,R,BEWR,Bewick's Wren,Song,1,20,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,7:35,5,R,SAPH,Say's Phoebe,Call,1,45,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,7:35,5,R,BUSH,Bushtit,Visual,1,34,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,BEWR,Bewick's Wren,Visual,1,30,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,RTHA,Red-tailed Hawk,Visual,1,230,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,BEWR,Bewick's Wren,Song,1,174,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,BEWR,Bewick's Wren,Song,1,33,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,CATH,California Thrasher,Visual,2,35,NA,2,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,BEWR,Bewick's Wren,Song,1,153,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,WCSP,White-crowned Sparrow,Visual,2,26,NA,NA,2,NA
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,WCSP,White-crowned Sparrow,Visual,1,61,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,not official,Unknown Bird,Song,1,33,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,7:52,6,R,not official,Unknown Bird,Song,1,33,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:49,7,R,BEWR,Bewick's Wren,Song,1,40,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:49,7,R,BEWR,Bewick's Wren,Song,1,13,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:49,7,R,WCSP,White-crowned Sparrow,Visual,1,41,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:49,7,R,SPTO,Spotted Towhee,Visual,1,49,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:49,7,R,MODO,Mourning Dove,Visual,1,18,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,9:49,7,R,CATH,California Thrasher,Call,1,76,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,9:49,7,R,AMCR,American Crow,Call,1,>200,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,9:49,7,R,BUSH,Bushtit,Visual,1,40,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,BEWR,Bewick's Wren,Song,1,39,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,WREN,Wrentit,Song,1,79,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,BEWR,Bewick's Wren,Song,1,25,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,CATH,California Thrasher,Song,1,140,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,BEWR,Bewick's Wren,Song,1,154,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,WESJ,California Scrub-Jay,Visual,1,93,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,MODO,Mourning Dove,Visual,1,147,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,SPTO,Spotted Towhee,Song,1,53,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,WREN,Wrentit,Song,1,45,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,9:29,8,R,BUOR,Bullock's Oriole,Visual,1,98,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,WREN,Wrentit,Visual,1,149,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,WEKI,Western Kingbird,Call,1,62,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,CAQU,California Quail,Call,1,80,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,RTHA,Red-tailed Hawk,Visual,1,65,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,WCSP,White-crowned Sparrow,Song,1,135,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,ANHU,Anna's Hummingbird,Visual,1,65,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,BUOR,Bullock's Oriole,Call,1,109,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,Northern Flicker NOFL,Red-Shafted Flicker (Previously Northern Flicker NOFL),Call,1,125,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,BEWR,Bewick's Wren,Song,1,128,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,RTHA,Red-tailed Hawk,Call,1,>200,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,9:10,9,N,WREN,Wrentit,Song,1,150,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,WETA,Western Tanager,Visual,1,60,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,NUWO,Nuttall's Woodpecker,Call,1,46,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,MODO,Mourning Dove,Call,1,120,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,BEWR,Bewick's Wren,Visual,1,9,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,CATH,California Thrasher,Song,1,175,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,SPTO,Spotted Towhee,Call,1,50,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,WREN,Wrentit,Song,1,150,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,ANHU,Anna's Hummingbird,Visual,1,28,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,CAQU,California Quail,Call,1,148,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,WCSP,White-crowned Sparrow,Call,1,120,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,8:06,10,N,AMGO,American Goldfinch,Visual,1,40,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,WCSP,White-crowned Sparrow,Visual,1,19,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,MODO,Mourning Dove,Visual,1,260,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,GHOW,Great Horned Owl,Visual,1,40,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,NUWO,Nuttall's Woodpecker,Call,1,90,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,SOSP,Song Sparrow,Call,1,16,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,AMGO,American Goldfinch,Call,1,20,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,AMGO,American Goldfinch,Call,1,14,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,ALHU,Allen's Hummingbird,Visual,1,37,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,RWBL,Red-winged Blackbird,Call,1,120,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,LEGO,Lesser Goldfinch,Visual,1,37,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,8:27,11,N,WCSP,White-crowned Sparrow,Visual,1,70,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,MODO,Mourning Dove,Visual,2,37,2,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,SPTO,Spotted Towhee,Call,1,72,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,BEWR,Bewick's Wren,Song,1,68,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,WREN,Wrentit,Song,1,45,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,WCSP,White-crowned Sparrow,Song,1,28,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,WREN,Wrentit,Song,1,49,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,MODO,Mourning Dove,Visual,3,40,3,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,TWICE LISTED AUWA or MYWA,Yellow-Rumped Warbler (unk race),Visual,1,57,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,WCSP,White-crowned Sparrow,Song,1,74,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,USHU,Unknown Selasphorus Hummingbird,Visual,1,35,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,WEKI,Western Kingbird,Visual,3,106,NA,3,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,BEWR,Bewick's Wren,Visual,1,31,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,WESJ,California Scrub-Jay,Visual,1,62,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,WREN,Wrentit,Song,1,50,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,SPTO,Spotted Towhee,Song,1,49,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,WESJ,California Scrub-Jay,Visual,1,62,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,8:13,12,R,CATH,California Thrasher,Song,1,39,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,YTWA,Yellow-throated Warbler,Visual,1,60,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,BUOR,Bullock's Oriole,Visual,2,42,2,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,BLPH,Black Phoebe,Visual,1,46,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,BEWR,Bewick's Wren,Song,1,41,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,SPTO,Spotted Towhee,Visual,1,31,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,SORA,Sora,Call,1,>100,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,MAWR,Marsh Wren,Call,1,>100,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,RWBL,Red-winged Blackbird,Call,1,>100,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,SPTO,Spotted Towhee,Song,1,33,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,BUOR,Bullock's Oriole,Visual,3,31,NA,NA,3,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,SCOR,Scott's oriole,Visual,1,32,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,ANHU,Anna's Hummingbird,Visual,1,31,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,WREN,Wrentit,Song,1,20,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,8:37,13,N,RWBL,Red-winged Blackbird,Visual,1,42,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,CATH,California Thrasher,Song,1,75,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,WIWA,Wilson's Warbler,Call,1,30,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,BEWR,Bewick's Wren,Song,1,40,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,MODO,Mourning Dove,Call,1,50,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,OCWA,Orange-crowned Warbler,Call,1,40,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,BEWR,Bewick's Wren,Song,1,40,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,WREN,Wrentit,Call,1,70,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,NUWO,Nuttall's Woodpecker,Call,1,40,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,WESJ,California Scrub-Jay,Call,1,50,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,TWICE LISTED AUWA or MYWA,Yellow-Rumped Warbler (unk race),Call,1,10,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,LEGO,Lesser Goldfinch,Visual,2,18,NA,NA,NA,2
2013 Spring Survey 1 of 4,4/26/2013,9:14,17,N,OCWA,Orange-crowned Warbler,Visual,1,16,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,BEWR,Bewick's Wren,Song,1,35,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,BARS,Barn Swallow,Visual,1,95,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,WREN,Wrentit,Song,1,58,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,SOSP,Song Sparrow,Song,1,40,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,WREN,Wrentit,Song,1,34,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,WESJ,California Scrub-Jay,Visual,1,133,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,SPTO,Spotted Towhee,Call,1,45,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,WCSP,White-crowned Sparrow,Visual,1,37,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,NOHA,Northern Harrier,Visual,1,115,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,CATH,California Thrasher,Song,1,93,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,WCSP,White-crowned Sparrow,Visual,1,73,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,9:30,18,N,WCSP,White-crowned Sparrow,Visual,1,30,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,CATH,California Thrasher,Song,1,72,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,WREN,Wrentit,Call,1,112,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,WESJ,California Scrub-Jay,Call,1,72,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,WREN,Wrentit,Call,1,98,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,CATH,California Thrasher,Song,1,97,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,WCSP,White-crowned Sparrow,Call,1,98,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,WREN,Wrentit,Song,1,103,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,WESJ,California Scrub-Jay,Call,2,72,NA,2,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,MODO,Mourning Dove,Visual,2,112,NA,2,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,SPTO,Spotted Towhee,Call,1,60,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,CATH,California Thrasher,Song,1,212,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/26/2013,6:32,19,N,SPTO,Spotted Towhee,Call,1,54,NA,NA,NA,1
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,SPTO,Spotted Towhee,Song,1,51,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,SPTO,Spotted Towhee,Song,1,68,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,SPTO,Spotted Towhee,Song,1,41,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,WCSP,White-crowned Sparrow,Song,1,79,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,BEWR,Bewick's Wren,Song,1,80,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,RTHA,Red-tailed Hawk,Visual,1,107,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,WREN,Wrentit,Song,2,49,2,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,WCSP,White-crowned Sparrow,Song,1,26,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,WESJ,California Scrub-Jay,Call,1,79,NA,NA,1,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,not official,Unknown Bird,Song,1,72,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/25/2013,6:47,20,N,AMGO,American Goldfinch,Visual,2,62,NA,NA,NA,2
2013 Spring Survey 1 of 4,4/26/2013,7:35,5,R,WREN,Wrentit,Visual,1,88,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,2,14,2,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,MODO,Mourning Dove,Visual,2,111,2,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,SWTH,Swainson's Thrush,Call,1,55,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,MODO,Mourning Dove,Visual,1,26,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,1,66,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,1,60,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,AMGO,American Goldfinch,Visual,1,97,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,BEWR,Bewick's Wren,Song,1,61,1,NA,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,CATH,California Thrasher,Song,1,86,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,WCSP,White-crowned Sparrow,Song,1,16,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,SPTO,Spotted Towhee,Call,1,42,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,WCSP,White-crowned Sparrow,Call,1,75,NA,1,NA,NA
2013 Spring Survey 1 of 4,4/26/2013,6:58,1,R,CATH,California Thrasher,Song,1,70,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,MODO,Mourning Dove,Visual,2,10,2,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,BEWR,Bewick's Wren,Song,1,70,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,WIWA,Wilson's Warbler,Song,1,38,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,AMGO,American Goldfinch,Song,1,73,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,WCSP,White-crowned Sparrow,Song,1,31,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,BEWR,Bewick's Wren,Song,1,28,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,WCSP,White-crowned Sparrow,Song,1,110,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,BUSH,Bushtit,Visual,1,46,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,MODO,Mourning Dove,V/S,1,61,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,SPTO,Spotted Towhee,Song,1,48,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,OCWA,Orange-crowned Warbler,Song,1,58,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,BUSH,Bushtit,Visual,2,58,NA,NA,NA,2
2013 Spring Survey 2 of 4,5/9/2013,8:31,1,R,WIWA,Wilson's Warbler,Visual,1,9,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/8/2013,9:37,2,R,RWBL,Red-winged Blackbird,V/C,1,28,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:37,2,R,WCSP,White-crowned Sparrow,V/S,1,56,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/8/2013,9:37,2,R,CATH,California Thrasher,Song,1,161,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,9:37,2,R,CLSW,Cliff Swallow,Visual,1,20,NA,NA,NA,1
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,BEWR,Bewick's Wren,Song,1,55,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,WIWA,Wilson's Warbler,Song,1,20,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,CATH,California Thrasher,Song,1,175,1,NA,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,WESJ,California Scrub-Jay,Call,1,175,NA,1,NA,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,WETA,Western Tanager,Visual,1,52,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/9/2013,8:08,3,R,CATH,California Thrasher,Song,1,61,NA,NA,1,NA
2013 Spring Survey 2 of 4,5/8/2013,9:18,4,R,BEWR,Bewick's Wren,Song,1,15,1,NA,NA,NA
